,product_id,quantity
37335,29345,138
37342,22115,138
37338,22034,138
37333,21131,138
37345,20760,138
37336,17704,138
37337,10121,138
37334,9689,138
37341,2581,138
37346,429,138
37320,49585,137
37322,48455,137
37321,48099,137
37324,39001,137
37323,34049,137
37331,30795,137
37328,29801,137
37327,19505,137
37318,18891,137
37330,17454,137
37319,7673,137
37325,7632,137
37326,6069,137
37329,2350,137
37311,39468,136
37315,34949,136
37313,33884,136
37308,33671,136
37304,27275,136
37303,26915,136
37305,26088,136
37307,25767,136
37317,25346,136
37309,24933,136
37312,18583,136
37310,17487,136
37306,12140,136
37314,7715,136
37316,3382,136
37302,48015,135
37296,47479,135
37298,46023,135
37293,45645,135
37291,40878,135
37287,39059,135
37301,36854,135
37300,35762,135
37288,24160,135
37289,21070,135
37292,19145,135
37299,16995,135
37295,15700,135
37297,11629,135
37290,6647,135
37294,1398,135
37281,43076,134
37274,39427,134
37278,39332,134
37282,38548,134
37286,37947,134
37283,33407,134
37271,28913,134
37280,21506,134
37275,20794,134
37284,18615,134
37285,18272,134
37277,18200,134
37279,17530,134
37272,14917,134
37273,7088,134
37276,881,134
37270,37642,133
37267,27554,133
37269,23541,133
37265,21010,133
37268,19354,133
37266,12232,133
37262,46107,132
37259,21150,132
37263,15860,132
37261,14780,132
37258,11009,132
37260,9175,132
37264,1831,132
37251,32579,131
37255,31730,131
37256,23400,131
37252,20463,131
37257,14399,131
37253,14126,131
37249,7877,131
37250,7350,131
37254,5047,131
37238,43920,130
37237,38533,130
37246,36591,130
37241,36216,130
37244,35264,130
37242,31727,130
37243,31487,130
37239,30756,130
37240,27423,130
37248,9405,130
37245,8460,130
37247,5380,130
37226,43726,129
37235,42442,129
37220,42404,129
37225,41488,129
37223,41463,129
37228,40708,129
37219,38511,129
37227,35269,129
37222,33956,129
37221,30563,129
37216,27676,129
37233,23410,129
37231,21403,129
37229,14381,129
37234,14010,129
37230,13874,129
37224,12023,129
37236,11143,129
37232,8929,129
37217,6141,129
37218,3098,129
37206,49401,128
37212,47008,128
37194,41178,128
37195,41148,128
37197,40120,128
37202,38051,128
37204,36691,128
37215,35909,128
37203,33294,128
37214,30967,128
37207,27705,128
37200,21777,128
37201,18727,128
37196,18135,128
37208,13807,128
37199,12464,128
37198,9837,128
37205,9358,128
37211,8898,128
37210,8412,128
37209,5024,128
37213,1202,128
37181,46047,127
37190,36397,127
37188,36085,127
37192,32271,127
37182,31808,127
37178,30135,127
37193,27625,127
37177,22220,127
37176,21910,127
37191,16768,127
37187,13194,127
37179,12496,127
37189,9901,127
37185,5578,127
37184,4966,127
37183,3717,127
37186,2763,127
37180,160,127
37169,48705,126
37165,44177,126
37173,44075,126
37172,41793,126
37164,39693,126
37171,39322,126
37170,31960,126
37167,12290,126
37166,6750,126
37168,4374,126
37174,3512,126
37175,2481,126
37152,48144,125
37162,42617,125
37149,41999,125
37151,40897,125
37153,39732,125
37161,38241,125
37154,36792,125
37156,32839,125
37158,30994,125
37147,27596,125
37163,23219,125
37159,22827,125
37150,11526,125
37160,8615,125
37157,5514,125
37155,3808,125
37148,2596,125
37145,49176,124
37132,47941,124
37128,44056,124
37140,42972,124
37133,39448,124
37144,37849,124
37141,37417,124
37129,36180,124
37137,33827,124
37131,29382,124
37146,28634,124
37142,22695,124
37130,20186,124
37136,12935,124
37138,10441,124
37143,9881,124
37134,9507,124
37139,7041,124
37135,939,124
37122,48110,123
37117,47888,123
37112,46575,123
37120,40386,123
37119,36522,123
37125,36144,123
37114,33575,123
37116,32981,123
37118,32047,123
37113,26767,123
37115,19613,123
37127,17871,123
37121,11737,123
37123,11121,123
37111,10333,123
37124,9666,123
37126,7676,123
37109,48626,122
37107,47366,122
37099,37307,122
37108,36322,122
37104,33929,122
37101,33184,122
37110,32347,122
37100,30597,122
37106,30117,122
37098,26351,122
37102,25623,122
37105,24891,122
37103,22610,122
37086,46266,121
37082,45116,121
37092,42936,121
37084,38558,121
37085,38067,121
37095,37288,121
37090,37131,121
37083,36736,121
37094,36315,121
37087,35734,121
37093,34214,121
37088,29503,121
37096,26242,121
37097,15134,121
37091,11265,121
37089,3988,121
37071,48762,120
37062,48437,120
37072,47521,120
37080,42282,120
37065,41682,120
37074,41618,120
37068,41007,120
37070,38985,120
37063,36618,120
37078,34321,120
37073,32486,120
37064,23719,120
37079,21793,120
37069,20776,120
37066,14540,120
37067,12442,120
37077,12357,120
37081,10343,120
37061,9871,120
37075,7704,120
37076,117,120
37048,48642,119
37058,42699,119
37060,34124,119
37056,33783,119
37053,31801,119
37045,30849,119
37055,25407,119
37050,22475,119
37051,22218,119
37047,19272,119
37054,14419,119
37057,11755,119
37052,6975,119
37046,6550,119
37049,5973,119
37059,10,119
37042,48946,118
37035,48440,118
37036,39303,118
37041,38012,118
37037,37147,118
37038,36962,118
37044,36029,118
37033,33909,118
37039,20711,118
37043,19240,118
37040,15664,118
37034,13304,118
37032,2433,118
37029,40724,117
37030,40146,117
37026,38003,117
37015,37654,117
37022,37354,117
37020,35824,117
37014,33316,117
37018,31737,117
37021,29118,117
37019,25640,117
37027,24373,117
37017,20118,117
37031,19261,117
37028,17264,117
37025,17021,117
37016,16974,117
37023,1503,117
37024,424,117
37002,47962,116
37012,47611,116
37007,47325,116
37003,45767,116
36993,45374,116
37011,40411,116
37001,38291,116
37010,36640,116
36999,31985,116
37008,31612,116
36995,30463,116
37000,29388,116
37013,27761,116
36998,27413,116
37005,25686,116
37004,22699,116
36992,21775,116
36997,12392,116
36994,10243,116
37009,5115,116
37006,2002,116
36996,1160,116
36988,49044,115
36980,45566,115
36981,40469,115
36984,39699,115
36978,38452,115
36979,36534,115
36989,35050,115
36976,32018,115
36973,26505,115
36991,25170,115
36987,21936,115
36990,21385,115
36975,20590,115
36983,14493,115
36986,9007,115
36977,8903,115
36974,5985,115
36972,5383,115
36985,1234,115
36982,546,115
36952,48335,114
36961,45447,114
36968,41842,114
36956,36393,114
36953,32700,114
36954,32624,114
36965,31912,114
36963,31778,114
36962,30960,114
36966,29328,114
36958,25330,114
36955,23650,114
36967,20588,114
36971,13076,114
36964,12324,114
36970,11679,114
36959,11619,114
36951,6291,114
36957,5883,114
36969,5015,114
36960,3962,114
36948,49325,113
36933,48423,113
36935,48118,113
36946,42372,113
36929,40078,113
36939,39534,113
36928,39162,113
36934,38490,113
36942,35629,113
36945,31555,113
36949,30027,113
36943,28593,113
36937,26282,113
36931,24062,113
36926,20518,113
36940,19711,113
36950,11233,113
36944,11090,113
36930,10798,113
36947,9438,113
36938,7898,113
36927,5748,113
36932,5390,113
36936,1359,113
36941,691,113
36917,43545,112
36922,42360,112
36914,41771,112
36918,37335,112
36919,37066,112
36925,32828,112
36913,31848,112
36916,31242,112
36920,16874,112
36923,16398,112
36924,12258,112
36921,4962,112
36915,2014,112
36904,45608,111
36902,42508,111
36905,35725,111
36898,35430,111
36906,28458,111
36910,25830,111
36901,24925,111
36907,22328,111
36903,21293,111
36896,16281,111
36897,13909,111
36908,11945,111
36899,5251,111
36912,4600,111
36900,3358,111
36909,1689,111
36911,1364,111
36887,46673,110
36884,45223,110
36888,44233,110
36878,42479,110
36879,42315,110
36889,39247,110
36893,37096,110
36885,33095,110
36883,24263,110
36891,22721,110
36890,19731,110
36881,14702,110
36886,11452,110
36894,10509,110
36895,8968,110
36882,6933,110
36892,5684,110
36880,907,110
36873,48988,109
36876,45957,109
36868,45842,109
36874,43205,109
36864,37892,109
36858,35233,109
36871,33810,109
36872,31992,109
36869,29529,109
36859,28157,109
36867,25230,109
36861,23082,109
36863,22224,109
36866,20034,109
36865,15153,109
36870,14766,109
36862,12204,109
36877,5912,109
36875,1935,109
36860,459,109
36842,40486,108
36856,36149,108
36843,35078,108
36848,24195,108
36854,23915,108
36847,23662,108
36844,23576,108
36846,18171,108
36849,15772,108
36853,15604,108
36857,14280,108
36840,12440,108
36841,8501,108
36845,6361,108
36852,5884,108
36855,5586,108
36850,5020,108
36851,4306,108
36839,48192,107
36834,46129,107
36835,40490,107
36830,37449,107
36831,36664,107
36836,36259,107
36823,34619,107
36822,32652,107
36833,32538,107
36825,30162,107
36828,28862,107
36827,22713,107
36832,19828,107
36837,16363,107
36826,14477,107
36824,14355,107
36838,4487,107
36829,2913,107
36817,39911,106
36818,39485,106
36801,38275,106
36811,37257,106
36807,37022,106
36814,34027,106
36812,33825,106
36815,33090,106
36802,31678,106
36809,29334,106
36816,25232,106
36819,24053,106
36803,22113,106
36813,21351,106
36800,18606,106
36806,17579,106
36805,15680,106
36821,15438,106
36820,13351,106
36804,8988,106
36810,2238,106
36808,500,106
36797,47616,105
36777,43908,105
36780,41960,105
36783,40285,105
36785,38579,105
36789,37971,105
36786,32134,105
36796,31958,105
36792,26405,105
36776,23986,105
36778,22507,105
36782,21769,105
36781,19154,105
36787,19076,105
36790,18908,105
36784,18849,105
36794,13113,105
36799,9138,105
36779,7120,105
36798,7116,105
36795,5535,105
36788,4591,105
36793,481,105
36791,169,105
36775,46844,104
36755,45005,104
36752,44882,104
36754,41602,104
36757,41329,104
36770,39758,104
36767,38154,104
36756,37538,104
36761,36472,104
36751,34458,104
36766,31477,104
36747,28378,104
36773,27900,104
36765,27398,104
36771,24952,104
36772,22028,104
36762,22007,104
36760,19887,104
36764,17545,104
36763,15925,104
36753,13639,104
36768,13237,104
36750,12782,104
36748,11707,104
36758,10258,104
36749,10060,104
36769,6201,104
36774,3661,104
36759,2390,104
36740,47780,103
36744,46347,103
36734,42834,103
36746,30953,103
36741,27355,103
36737,23695,103
36743,21011,103
36745,17747,103
36738,17619,103
36735,16419,103
36739,5547,103
36736,3479,103
36733,1069,103
36742,283,103
36731,49141,102
36721,46807,102
36720,38837,102
36729,35072,102
36717,33443,102
36725,31573,102
36724,30635,102
36718,28132,102
36722,22367,102
36726,19767,102
36719,19046,102
36727,14429,102
36716,14127,102
36728,12315,102
36730,12157,102
36723,4960,102
36714,4302,102
36715,2535,102
36732,1957,102
36694,49144,101
36706,47167,101
36707,47000,101
36693,46516,101
36702,43749,101
36708,38984,101
36704,37489,101
36711,36189,101
36713,34423,101
36700,27959,101
36698,22105,101
36697,19180,101
36712,18159,101
36705,17400,101
36699,15221,101
36703,14788,101
36701,14447,101
36692,14379,101
36710,4313,101
36696,2838,101
36695,1640,101
36709,1240,101
36678,46804,100
36672,45615,100
36668,43165,100
36679,41610,100
36674,37103,100
36670,35124,100
36683,31263,100
36680,30385,100
36687,28473,100
36667,24764,100
36690,22170,100
36666,21724,100
36684,17550,100
36675,17200,100
36671,16714,100
36688,15780,100
36682,15097,100
36686,13598,100
36691,12015,100
36676,11448,100
36669,7358,100
36681,6177,100
36689,2770,100
36685,2015,100
36677,280,100
36673,95,100
36659,48226,99
36653,45656,99
36647,45453,99
36654,45167,99
36663,44290,99
36650,38077,99
36656,35458,99
36642,35181,99
36651,32638,99
36655,31471,99
36645,30727,99
36664,29650,99
36646,25332,99
36648,21413,99
36661,20468,99
36652,17985,99
36657,16234,99
36660,14867,99
36643,13560,99
36644,11913,99
36649,10163,99
36662,9510,99
36665,8728,99
36658,276,99
36629,44172,98
36628,41213,98
36639,40287,98
36622,37658,98
36630,35782,98
36634,35123,98
36636,34898,98
36637,34249,98
36635,30122,98
36617,29373,98
36627,28590,98
36640,27958,98
36619,27044,98
36623,23484,98
36626,23020,98
36633,19904,98
36621,14727,98
36620,14711,98
36618,13203,98
36616,12149,98
36638,7987,98
36641,6210,98
36631,5918,98
36632,4675,98
36624,4269,98
36625,49,98
36606,48532,97
36605,41860,97
36613,41406,97
36599,37374,97
36612,34608,97
36592,30731,97
36594,30192,97
36596,29103,97
36600,28911,97
36615,28851,97
36609,27117,97
36593,24413,97
36595,22866,97
36604,22000,97
36597,14650,97
36598,13858,97
36614,4193,97
36602,3869,97
36608,3274,97
36603,3007,97
36610,2876,97
36607,2651,97
36601,2063,97
36611,148,97
36577,49478,96
36588,47547,96
36583,46313,96
36587,43933,96
36591,43530,96
36572,42987,96
36567,42637,96
36565,40969,96
36573,40376,96
36564,39464,96
36579,38838,96
36586,38720,96
36571,38618,96
36569,38277,96
36580,37754,96
36576,34401,96
36562,31130,96
36566,29506,96
36584,29429,96
36563,27811,96
36585,26553,96
36581,24703,96
36590,22920,96
36570,20039,96
36578,11865,96
36575,8912,96
36568,6568,96
36574,6292,96
36589,3835,96
36582,2309,96
36560,47591,95
36546,45249,95
36561,44787,95
36542,42536,95
36558,42443,95
36557,42441,95
36541,32923,95
36555,31486,95
36556,31100,95
36544,26104,95
36540,22750,95
36551,21925,95
36552,21511,95
36545,20392,95
36554,19766,95
36548,18567,95
36549,13889,95
36553,13252,95
36559,12941,95
36543,8053,95
36547,5296,95
36550,389,95
36539,48017,94
36538,46059,94
36530,37966,94
36527,37664,94
36514,37357,94
36518,35935,94
36524,35594,94
36519,34503,94
36521,29921,94
36512,29646,94
36513,28572,94
36523,27750,94
36517,26706,94
36525,26452,94
36516,25745,94
36533,23047,94
36532,20282,94
36515,19005,94
36535,16462,94
36511,9648,94
36529,9225,94
36520,8758,94
36528,8414,94
36526,6655,94
36510,3594,94
36537,2067,94
36531,1577,94
36534,1203,94
36522,1103,94
36536,945,94
36509,47931,93
36492,46627,93
36496,46402,93
36497,45774,93
36501,44275,93
36499,43371,93
36500,41565,93
36502,27790,93
36490,26373,93
36493,23001,93
36507,22736,93
36498,18598,93
36505,17924,93
36508,16291,93
36491,15040,93
36504,14634,93
36494,8324,93
36503,7413,93
36489,6003,93
36506,4410,93
36495,1819,93
36487,49030,92
36476,48600,92
36469,46025,92
36485,44229,92
36467,35530,92
36477,35469,92
36474,35065,92
36465,33852,92
36471,29837,92
36483,29694,92
36479,29387,92
36481,28031,92
36486,26723,92
36468,25017,92
36482,24142,92
36470,22210,92
36484,22021,92
36466,20339,92
36475,15820,92
36464,15057,92
36472,11463,92
36473,5539,92
36478,2664,92
36480,1947,92
36488,1729,92
36445,47570,91
36447,46064,91
36452,44051,91
36448,41874,91
36446,41055,91
36449,38108,91
36442,34063,91
36451,31127,91
36460,30962,91
36440,30958,91
36453,28079,91
36439,27885,91
36461,25844,91
36450,24125,91
36437,23892,91
36436,22969,91
36456,20869,91
36459,15693,91
36462,12036,91
36463,9058,91
36454,9036,91
36443,7925,91
36455,7228,91
36438,6238,91
36435,2707,91
36444,2298,91
36458,1896,91
36441,1396,91
36457,611,91
36434,47965,90
36405,44819,90
36421,42352,90
36406,41674,90
36416,41596,90
36433,36256,90
36409,34789,90
36411,32857,90
36432,32648,90
36427,29668,90
36412,28371,90
36418,28309,90
36424,26949,90
36417,25087,90
36410,24363,90
36419,20947,90
36431,20600,90
36423,17803,90
36425,16973,90
36407,15906,90
36422,12113,90
36415,9779,90
36408,9547,90
36428,9213,90
36404,8843,90
36430,7762,90
36413,6218,90
36429,6087,90
36420,4377,90
36426,810,90
36414,717,90
36386,48204,89
36384,47284,89
36394,46521,89
36402,45582,89
36376,45296,89
36382,42741,89
36380,42710,89
36396,42697,89
36381,39990,89
36391,39620,89
36390,38596,89
36399,38508,89
36377,38141,89
36392,36307,89
36401,34407,89
36375,33468,89
36387,32939,89
36395,31299,89
36400,28092,89
36398,25653,89
36397,21053,89
36374,18104,89
36379,17484,89
36373,16387,89
36389,15683,89
36383,11193,89
36388,10339,89
36378,7325,89
36403,5564,89
36393,4879,89
36385,1752,89
36344,48733,88
36345,48135,88
36356,48086,88
36372,43621,88
36364,43234,88
36354,41385,88
36361,39982,88
36357,39054,88
36359,35504,88
36368,34745,88
36343,34283,88
36347,33439,88
36367,32230,88
36370,28441,88
36342,27729,88
36349,26985,88
36351,26698,88
36358,24834,88
36360,24236,88
36369,22046,88
36348,21240,88
36355,19706,88
36352,17956,88
36363,14063,88
36371,12620,88
36366,10025,88
36362,8362,88
36350,7493,88
36353,6475,88
36346,6000,88
36365,3884,88
36314,47333,87
36327,46847,87
36325,46294,87
36328,41722,87
36335,41621,87
36312,33589,87
36319,32537,87
36316,32099,87
36329,29640,87
36341,29405,87
36338,28733,87
36339,27737,87
36315,24955,87
36334,21850,87
36323,19893,87
36326,19171,87
36330,17526,87
36331,13147,87
36340,12894,87
36332,12260,87
36318,11574,87
36321,9065,87
36336,6166,87
36322,4809,87
36324,4366,87
36310,4142,87
36320,3529,87
36317,2974,87
36311,2124,87
36337,1541,87
36313,1402,87
36333,1000,87
36296,49306,86
36299,47223,86
36278,46785,86
36279,45954,86
36276,44980,86
36309,42944,86
36300,36287,86
36289,33741,86
36308,33041,86
36302,30695,86
36291,30170,86
36307,27313,86
36295,26756,86
36280,25305,86
36301,24385,86
36277,23716,86
36283,23586,86
36286,22915,86
36297,21527,86
36288,21227,86
36305,20448,86
36298,20156,86
36282,20084,86
36294,17668,86
36290,17628,86
36304,14252,86
36287,13974,86
36306,8986,86
36303,8506,86
36285,7821,86
36284,7371,86
36281,6286,86
36293,4274,86
36292,25,86
36244,49267,85
36274,48848,85
36273,47516,85
36251,47059,85
36271,44204,85
36247,42205,85
36260,40587,85
36257,38433,85
36255,34012,85
36246,32757,85
36237,32035,85
36248,30057,85
36235,28515,85
36265,27464,85
36266,25371,85
36267,22565,85
36262,21795,85
36245,21462,85
36268,20431,85
36241,18988,85
36238,17915,85
36258,17638,85
36234,14705,85
36254,13834,85
36270,13512,85
36272,12909,85
36269,11925,85
36264,10527,85
36242,10006,85
36239,8013,85
36240,7622,85
36243,7308,85
36275,6799,85
36252,5605,85
36250,5210,85
36249,4812,85
36261,4493,85
36259,3628,85
36253,3434,85
36256,1757,85
36236,1540,85
36263,1063,85
36211,49441,84
36227,43760,84
36221,42677,84
36210,39832,84
36213,39794,84
36233,35688,84
36215,32402,84
36232,31372,84
36217,28577,84
36228,27363,84
36229,25936,84
36218,22819,84
36214,22359,84
36209,21344,84
36207,21278,84
36206,19174,84
36225,18770,84
36231,16647,84
36224,16479,84
36216,16464,84
36220,16174,84
36222,14114,84
36226,14086,84
36205,13541,84
36223,11826,84
36230,5575,84
36208,3550,84
36212,2639,84
36219,1409,84
36164,48034,83
36172,47439,83
36180,46203,83
36192,44830,83
36189,44566,83
36173,44371,83
36185,43744,83
36179,42579,83
36191,41836,83
36196,40997,83
36184,40592,83
36163,39351,83
36169,36418,83
36199,34688,83
36166,34067,83
36204,33642,83
36175,31504,83
36174,30382,83
36195,29309,83
36181,27841,83
36190,26606,83
36197,22677,83
36202,18557,83
36176,15630,83
36171,13605,83
36165,12932,83
36193,12846,83
36178,12638,83
36177,12381,83
36194,12060,83
36183,11933,83
36188,11130,83
36186,10089,83
36203,9766,83
36200,9472,83
36168,7901,83
36201,5566,83
36170,4066,83
36198,3868,83
36187,2408,83
36182,1994,83
36167,588,83
36157,49192,82
36139,48808,82
36154,48210,82
36141,47058,82
36149,41375,82
36135,40761,82
36140,36944,82
36145,36117,82
36160,35473,82
36162,34861,82
36147,32428,82
36143,30633,82
36136,28999,82
36150,28021,82
36137,26717,82
36156,26307,82
36152,23026,82
36134,20323,82
36146,19213,82
36158,14891,82
36142,14183,82
36153,12738,82
36138,12020,82
36148,11678,82
36151,6340,82
36144,5268,82
36155,2240,82
36161,1485,82
36159,1374,82
36107,48957,81
36124,48746,81
36132,46595,81
36129,45588,81
36100,45260,81
36104,43221,81
36121,41597,81
36123,39858,81
36112,39013,81
36098,36717,81
36099,36441,81
36097,34525,81
36117,34092,81
36105,33911,81
36114,32959,81
36109,32085,81
36133,30638,81
36111,26925,81
36125,21038,81
36101,20788,81
36130,20607,81
36122,20022,81
36108,19584,81
36127,18609,81
36118,16900,81
36110,13565,81
36119,13423,81
36120,12145,81
36106,10724,81
36113,10528,81
36102,9422,81
36126,7177,81
36103,6871,81
36128,6758,81
36115,5262,81
36131,3689,81
36116,1710,81
36086,48835,80
36070,48821,80
36089,47823,80
36069,44643,80
36060,44622,80
36093,44170,80
36077,43739,80
36095,41973,80
36067,41909,80
36063,41362,80
36083,39545,80
36073,39374,80
36075,39249,80
36078,38231,80
36081,38226,80
36088,37923,80
36072,36923,80
36091,36746,80
36064,35417,80
36092,34940,80
36059,33195,80
36071,33122,80
36079,29195,80
36065,25886,80
36090,25443,80
36066,23955,80
36080,23744,80
36094,22594,80
36061,19938,80
36062,19886,80
36087,16826,80
36074,15016,80
36084,15011,80
36068,13447,80
36085,13077,80
36076,10521,80
36096,9177,80
36082,3634,80
36055,46222,79
36026,46045,79
36029,43406,79
36045,42562,79
36036,40925,79
36057,38889,79
36048,35206,79
36046,34635,79
36056,33357,79
36027,32842,79
36050,32642,79
36058,32096,79
36035,31725,79
36037,29848,79
36032,29180,79
36054,28946,79
36039,28829,79
36052,28576,79
36034,27629,79
36041,27142,79
36030,26714,79
36025,24273,79
36053,22509,79
36033,21781,79
36028,19519,79
36031,18625,79
36049,18296,79
36042,13378,79
36044,12858,79
36047,9810,79
36038,7515,79
36043,7249,79
36051,6680,79
36040,6317,79
36013,46485,78
36014,42504,78
35991,40742,78
36011,40541,78
35990,38949,78
35998,37935,78
36024,36051,78
36022,35958,78
36020,35234,78
35995,34386,78
36006,34320,78
35985,29392,78
35989,28384,78
36007,28071,78
36009,27573,78
35996,26665,78
36001,23898,78
35994,23540,78
36005,21914,78
36015,18818,78
35987,17828,78
36004,17355,78
35988,16560,78
36002,16325,78
36019,15063,78
36023,13563,78
36010,12986,78
35984,11078,78
36017,10310,78
36018,9996,78
36021,9932,78
36000,9601,78
36012,6860,78
36016,5922,78
35992,5013,78
35997,4297,78
35999,1939,78
36008,1891,78
35986,1017,78
35993,920,78
36003,258,78
35976,48682,77
35982,48450,77
35961,48301,77
35981,47893,77
35964,46822,77
35974,46189,77
35969,46147,77
35953,44278,77
35979,43459,77
35978,42389,77
35946,39132,77
35973,39094,77
35975,38318,77
35950,37733,77
35956,35721,77
35959,34496,77
35967,32915,77
35945,32647,77
35949,32463,77
35983,30482,77
35958,29603,77
35965,25852,77
35970,22656,77
35977,22093,77
35944,20161,77
35962,18696,77
35972,15650,77
35980,14488,77
35951,14111,77
35971,12011,77
35952,10467,77
35966,9006,77
35947,8809,77
35948,8075,77
35963,4947,77
35968,4620,77
35957,4289,77
35954,1875,77
35960,1416,77
35955,486,77
35925,49615,76
35933,49352,76
35923,48785,76
35931,48190,76
35929,46881,76
35914,45208,76
35926,40749,76
35942,39578,76
35936,36425,76
35918,36214,76
35940,35601,76
35917,33950,76
35913,31015,76
35941,30599,76
35943,28450,76
35922,24004,76
35932,20178,76
35938,18224,76
35919,15945,76
35921,13544,76
35924,12033,76
35927,10374,76
35939,10145,76
35930,8654,76
35935,7274,76
35920,6638,76
35915,6188,76
35928,5422,76
35912,4455,76
35937,2272,76
35916,54,76
35934,1,76
35898,48865,75
35908,48742,75
35904,45599,75
35906,43986,75
35887,43249,75
35897,43218,75
35900,41352,75
35885,40055,75
35886,35708,75
35881,35682,75
35902,34915,75
35892,32133,75
35884,31847,75
35877,31528,75
35891,30661,75
35905,30620,75
35882,30494,75
35889,29557,75
35901,29346,75
35895,28420,75
35907,24239,75
35883,24177,75
35903,18881,75
35896,17080,75
35911,11869,75
35880,11014,75
35909,6972,75
35878,6760,75
35894,6576,75
35888,5976,75
35879,5923,75
35890,5692,75
35893,4855,75
35910,4097,75
35899,1942,75
35858,48900,74
35856,48779,74
35861,48290,74
35865,47348,74
35874,45161,74
35853,44948,74
35876,43182,74
35875,41433,74
35871,40214,74
35864,38747,74
35866,37033,74
35869,36554,74
35872,31422,74
35862,28599,74
35868,27246,74
35852,25762,74
35855,21704,74
35873,19204,74
35860,18659,74
35863,18150,74
35850,14386,74
35867,14371,74
35851,12672,74
35859,10840,74
35870,10498,74
35854,9292,74
35857,663,74
35802,49496,73
35815,49355,73
35837,47610,73
35848,43389,73
35843,42615,73
35826,42307,73
35806,42300,73
35801,42242,73
35824,42183,73
35820,41694,73
35841,39781,73
35832,39739,73
35799,37637,73
35842,37055,73
35844,33206,73
35836,32831,73
35798,31789,73
35833,31589,73
35834,31292,73
35817,30352,73
35847,30024,73
35825,27105,73
35838,26768,73
35845,25670,73
35814,25424,73
35829,23106,73
35840,22128,73
35813,22017,73
35849,21849,73
35811,21125,73
35822,20785,73
35807,20767,73
35808,20168,73
35830,18205,73
35819,17957,73
35816,14945,73
35835,14704,73
35809,14647,73
35831,13851,73
35800,13129,73
35810,12016,73
35805,11844,73
35812,11543,73
35828,11199,73
35827,6867,73
35804,6336,73
35823,6020,73
35839,5315,73
35846,4576,73
35818,2154,73
35803,1447,73
35821,516,73
35772,40688,72
35788,39891,72
35761,38439,72
35775,37606,72
35770,37019,72
35765,35715,72
35784,35135,72
35774,34854,72
35768,32850,72
35776,32732,72
35782,31605,72
35789,31557,72
35777,30784,72
35790,29574,72
35769,27839,72
35767,27652,72
35778,27511,72
35797,25134,72
35762,23737,72
35779,22178,72
35793,21472,72
35792,19972,72
35795,19208,72
35787,16908,72
35773,16415,72
35785,16154,72
35791,14502,72
35760,12955,72
35796,12492,72
35763,10819,72
35781,10292,72
35786,9284,72
35794,7079,72
35780,6901,72
35766,6729,72
35783,6369,72
35759,3562,72
35771,2380,72
35764,859,72
35751,47873,71
35753,45531,71
35729,45495,71
35734,45443,71
35731,43087,71
35744,42611,71
35728,41834,71
35758,41729,71
35726,39886,71
35727,35769,71
35737,33788,71
35749,33543,71
35754,33508,71
35756,32851,71
35719,32843,71
35724,31610,71
35745,31248,71
35718,30492,71
35738,29088,71
35750,27681,71
35739,27147,71
35735,23687,71
35755,21626,71
35732,21372,71
35733,20144,71
35720,19653,71
35740,19625,71
35722,16014,71
35741,15028,71
35721,12879,71
35725,12658,71
35757,12403,71
35747,8574,71
35736,5716,71
35730,4895,71
35746,4635,71
35742,4029,71
35743,2996,71
35752,2469,71
35717,1979,71
35723,449,71
35748,128,71
35714,49519,70
35690,48953,70
35691,48845,70
35688,46106,70
35698,44267,70
35701,43721,70
35678,41408,70
35684,41242,70
35696,37145,70
35711,36005,70
35716,33569,70
35686,31634,70
35704,31041,70
35702,30774,70
35715,30440,70
35713,27741,70
35709,24857,70
35707,24506,70
35682,23192,70
35694,22164,70
35695,22108,70
35703,21607,70
35708,21230,70
35699,19086,70
35697,17679,70
35680,17149,70
35692,15899,70
35706,15610,70
35676,14421,70
35710,11598,70
35679,10518,70
35685,10173,70
35687,9178,70
35700,9068,70
35677,7058,70
35693,6155,70
35689,4350,70
35683,4294,70
35705,2597,70
35681,1582,70
35712,23,70
35647,49583,69
35648,49241,69
35640,47114,69
35671,46755,69
35673,45835,69
35645,44753,69
35659,43483,69
35664,41625,69
35672,38256,69
35646,37886,69
35665,37460,69
35669,32710,69
35675,31961,69
35657,28805,69
35663,27102,69
35638,23383,69
35642,22141,69
35652,21949,69
35674,19953,69
35668,18814,69
35658,17721,69
35649,17025,69
35654,15462,69
35656,15324,69
35639,14971,69
35643,14146,69
35641,14104,69
35651,13772,69
35661,12911,69
35667,11885,69
35666,11773,69
35653,9736,69
35650,8057,69
35662,7835,69
35670,6541,69
35655,6508,69
35644,4697,69
35660,1086,69
35623,49201,68
35629,45832,68
35615,45761,68
35604,44728,68
35608,42959,68
35635,41805,68
35621,41453,68
35599,40795,68
35605,40772,68
35619,40454,68
35626,38849,68
35617,38218,68
35592,37625,68
35591,37003,68
35627,36386,68
35601,35461,68
35616,35147,68
35606,34878,68
35596,34329,68
35614,34244,68
35634,34069,68
35607,33568,68
35603,33540,68
35636,32727,68
35625,31461,68
35631,31257,68
35593,30995,68
35637,29078,68
35612,27171,68
35618,24890,68
35622,24269,68
35624,23452,68
35602,22282,68
35611,18709,68
35595,12811,68
35590,11819,68
35630,11224,68
35632,9409,68
35598,9186,68
35613,8251,68
35609,8061,68
35594,7562,68
35620,7295,68
35633,7076,68
35597,4938,68
35600,4037,68
35628,1514,68
35610,274,68
35585,48933,67
